BILLING_ACCT_ID_NUM,STATE_DATE,AAA_SESSION_COMPLETED_FLAG,AVG_MTBE_M1,AVG_MTBE_M2,AVG_MTBE_M3,AVG_NUM_INTERRUPT_ALARMS_M1,AVG_NUM_INTERRUPT_ALARMS_M2,AVG_NUM_INTERRUPT_ALARMS_M3,BLACKLISTED_FLAG,BOLT_ON_FLAG,NON_BOLT_ON_FLAG,CORPORATE_CUSTOMER_FLAG,NON_RESIDENTIAL_FLAG,INSTALLATION_CHARGES_FLAG,TARGET_COMPLAINT_FLAG,DAYTME_OTG_DUR_M1,DAYTME_OTG_DUR_M2,DAYTME_OTG_DUR_M3,HIGH_LOW_MRC_M1,HIGH_LOW_MRC_M2,HIGH_LOW_MRC_M3,INTL_INC_DUR_M1,INTL_INC_DUR_M2,INTL_INC_DUR_M3,M1_FAILURE_REASON_CD,M1_FAILURE_REASON_DESC,MAPPED_PON_ID,MOB_INC_DUR_M1,MOB_INC_DUR_M2,MOB_INC_DUR_M3,NGHTTME_OTG_DUR_M1,NGHTTME_OTG_DUR_M2,NGHTTME_OTG_DUR_M3,OFFNET_INC_DUR_M1,OFFNET_INC_DUR_M2,OFFNET_INC_DUR_M3,ONNET_INC_DUR_M1,ONNET_INC_DUR_M2,ONNET_INC_DUR_M3,PAIRED_PON_PROTECTION_STATUS,PON_AVG_DOWNSTREAM_BANDWIDTH,PON_AVG_UPSTREAM_BANDWIDTH,PON_MAX_DOWNSTREAM_BANDWIDTH,PON_MAX_UPSTREAM_BANDWIDTH,PON_BW_MARGIN_FACTOR,PON_IS_IN_COMPLAINT_BASE,PON_PROTECTION_STATUS,POWERLEVEL_M1_CAT,POWERLEVEL_M2_CAT,POWERLEVEL_M3_CAT,SPEED_STEEPNESS_CAT,SPEED_TREND_SLOPE_MBPS,TOTAL_USAGE_M1_CAT,TOTAL_USAGE_M2_CAT,TOTAL_USAGE_M3_CAT,VAS_DESC,WKDAY_DUR_M1,WKDAY_DUR_M2,WKDAY_DUR_M3,WKND_DUR_M1,WKND_DUR_M2,WKND_DUR_M3
3526478978,2026-08-30,0,48727.59,35529.05,13567.98,15,10,26,0,0,1,0,0,0,0,42534.9,42238.7,153703.4,H,H,M,1952.4,908.6,2358.9,4,POWER_CYCLE,PON-31204,1885.2,67790.4,68612.9,31414.9,107182.8,74824.3,72853.1,13489.5,49718.4,6142.2,33241.2,13147.0,UNPROTECTED,145.25,280.81,175.65,381.84,1.544,0,PROTECTED,HIGH,MEDIUM,MEDIUM,FLAT,20.574,MEDIUM,HIGH,HIGH,NONE,190331.5,108714.2,354109.5,197342.4,67892.4,51770.6
3975622350,2026-08-30,0,10280.26,35834.93,29929.19,23,1,23,0,0,1,1,0,1,0,181669.1,37792.1,125550.4,M,L,L,2644.9,70.5,3569.3,3,PPP_FAIL,PON-40084,45502.2,79060.1,91643.3,33845.7,41197.2,43273.9,17914.8,12895.4,45036.6,33651.7,36801.6,41802.4,UNPROTECTED,410.39,156.9,413.55,207.13,1.768,0,PROTECTED,MEDIUM,MEDIUM,MEDIUM,FLAT,37.199,HIGH,MEDIUM,MEDIUM,STATIC_IP,192072.2,452878.5,247037.3,195954.7,51223.3,87283.3
3735752369,2026-08-30,0,31191.27,43767.48,22150.86,17,3,7,0,0,1,1,0,1,0,178002.9,171299.2,107669.0,L,L,H,167.4,1672.3,4986.6,8,POWER_CYCLE,PON-71224,61807.4,84985.9,45476.9,116870.8,99735.6,26983.0,24859.2,24164.1,25517.6,5925.9,43557.7,47004.8,PROTECTED,99.05,133.11,125.22,185.54,1.581,0,UNPROTECTED,MEDIUM,LOW,MEDIUM,GRADUAL,15.857,HIGH,VERY_HIGH,LOW,VOIP,308486.6,42610.8,274276.0,67454.6,114380.5,137988.0
3717477276,2026-08-30,0,21062.17,30718.91,12299.34,26,26,10,0,1,0,0,0,0,0,135890.2,102151.3,6216.8,L,H,L,1915.0,764.1,1751.5,15,LINE_FAULT,PON-23407,46039.6,98126.2,8308.3,42888.7,105604.8,131757.4,12849.8,11593.1,74354.0,6175.9,20126.8,11336.7,PROTECTED,504.58,288.2,537.39,417.45,0.761,0,PROTECTED,MEDIUM,HIGH,MEDIUM,FLAT,25.311,MEDIUM,MEDIUM,MEDIUM,NONE,30423.4,162378.3,298290.2,96540.7,12460.4,71365.5
3786064304,2026-08-30,1,19259.2,13983.04,44152.19,17,22,18,0,1,0,0,0,1,1,48094.7,18027.4,144586.8,L,L,H,2372.1,1092.1,61.1,15,POWER_CYCLE,PON-70477,13064.5,67201.6,57925.4,10738.1,61692.1,106525.0,24576.1,73753.7,26494.3,28830.8,735.4,14279.2,PROTECTED,701.17,288.1,774.77,386.06,1.049,0,PROTECTED,MEDIUM,HIGH,MEDIUM,GRADUAL,-32.667,MEDIUM,MEDIUM,LOW,SPEED_BOOST,327677.5,264224.9,191314.6,20091.2,54103.9,13458.8
3513226572,2026-08-30,0,46569.04,5065.53,18758.7,1,11,0,0,1,0,0,0,1,0,83962.1,143403.9,108996.6,L,H,L,1276.0,4363.8,628.1,4,NO_FAILURE,PON-62565,39747.4,76906.2,40851.7,5464.8,60325.4,85824.5,26624.4,41036.4,66795.6,26536.9,37933.8,46746.2,UNPROTECTED,296.39,380.48,399.54,393.35,0.738,1,PROTECTED,HIGH,HIGH,MEDIUM,FLAT,37.741,HIGH,HIGH,VERY_HIGH,SPEED_BOOST,252486.1,177256.3,386947.8,104435.4,8953.9,80559.0
3128113632,2026-08-30,0,7546.46,30351.91,22356.98,2,21,25,0,1,0,0,0,1,0,42244.2,50034.2,54148.2,M,H,H,156.2,3016.0,2767.6,15,AUTH_FAIL,PON-37754,41165.6,50575.8,81089.9,66476.7,26838.7,131915.2,50648.5,49886.0,71672.3,8258.1,59921.7,5159.9,UNPROTECTED,143.11,229.62,161.51,250.65,1.53,0,PROTECTED,MEDIUM,HIGH,MEDIUM,GRADUAL,-22.428,MEDIUM,LOW,HIGH,NONE,226513.1,258803.5,361767.4,119940.3,128283.6,52117.8
3839748228,2026-08-30,1,1.8e+18,3411.0,20544.08,24,0,8,0,0,1,1,0,0,0,25717.7,175279.0,65568.4,M,L,L,3452.0,882.3,1721.3,18,NO_FAILURE,PON-14044,18771.6,91273.7,34034.4,92569.3,62098.1,18253.5,15171.7,28599.1,38666.8,266.9,17673.0,11445.7,PROTECTED,326.02,121.38,471.41,179.28,0.872,0,PROTECTED,MEDIUM,MEDIUM,MEDIUM,GRADUAL,-37.162,HIGH,MEDIUM,MEDIUM,SPEED_BOOST,359626.5,21710.0,357149.7,50212.3,113637.9,64986.0
3450385937,2026-08-30,1,19018.34,12140.54,9178.95,1,1,2,0,1,0,0,0,0,0,75999.7,61914.4,187121.4,L,M,M,2175.4,2783.3,4699.9,4,CONGESTION,PON-73415,75630.7,64375.8,87489.7,130332.8,118022.4,102373.4,73551.8,22099.7,71543.1,11578.5,11036.1,27331.9,PROTECTED,630.91,198.36,838.22,294.43,1.288,0,UNPROTECTED,MEDIUM,CRITICAL,MEDIUM,FLAT,47.624,VERY_HIGH,HIGH,MEDIUM,STATIC_IP,379127.9,324284.8,357655.1,122422.9,67496.0,32591.4
3500351914,2026-08-30,0,32473.87,3129.29,36608.19,11,15,10,0,1,0,0,1,0,0,115164.3,40054.2,124872.4,M,M,H,2078.4,1278.9,3137.2,0,LINE_FAULT,PON-84204,32140.1,88355.1,27370.0,16620.7,136346.0,32506.8,8248.0,40254.2,22144.3,14153.5,16906.0,55810.9,PROTECTED,477.28,247.42,675.9,367.1,1.688,0,PROTECTED,MEDIUM,HIGH,MEDIUM,GRADUAL,-29.836,HIGH,MEDIUM,HIGH,NONE,423130.4,281739.4,445179.0,179938.6,29466.9,131768.0
3370798023,2026-08-30,1,48398.55,27489.49,22478.07,0,19,25,0,0,1,0,0,0,0,71986.5,16971.7,95182.5,L,M,L,1249.9,4881.0,2601.8,20,AUTH_FAIL,PON-75705,58898.7,23545.2,15751.8,29500.9,89042.0,18086.6,550.2,23545.8,52674.7,48014.9,25524.9,33712.7,UNPROTECTED,89.9,173.56,117.55,176.75,1.506,1,PROTECTED,CRITICAL,HIGH,CRITICAL,FLAT,-36.335,MEDIUM,HIGH,HIGH,NONE,187401.6,340483.1,297696.4,191.1,191584.0,105326.2
3182549636,2026-08-30,0,2974.29,8100.87,911.23,9,29,8,0,0,1,0,0,1,0,122164.9,102306.2,124184.3,L,L,L,2689.2,163.8,3990.2,10,TIMEOUT,PON-47881,51573.0,49673.8,30648.0,79470.1,44905.6,69841.3,68395.6,27491.7,7037.1,54926.3,15054.8,23260.7,PARTIAL,434.38,317.5,623.09,378.21,0.948,0,PROTECTED,LOW,HIGH,MEDIUM,GRADUAL,12.602,HIGH,MEDIUM,LOW,CLOUD_STORAGE,163518.8,283628.9,483536.1,45786.8,116878.5,54172.6
3926764987,2026-08-30,1,46150.93,30559.33,48204.28,18,23,16,0,1,0,1,0,1,0,59250.9,90147.5,82748.5,M,H,L,2190.1,3661.6,1292.9,16,CONGESTION,PON-68817,87742.7,72981.9,3491.6,54616.3,102343.5,58108.9,56301.6,36220.1,37914.7,24356.7,20817.6,58702.2,UNPROTECTED,379.79,235.92,448.47,325.53,0.999,0,UNPROTECTED,LOW,MEDIUM,HIGH,STEEP,-18.114,VERY_HIGH,HIGH,HIGH,NONE,357171.1,218951.8,59596.3,41983.9,135822.7,110772.5
3781567454,2026-08-30,1,28433.79,39564.17,40806.6,5,7,25,0,1,0,0,0,1,0,69170.1,150262.4,94036.5,L,L,H,2369.9,3865.0,4098.7,6,LINK_DOWN,PON-47327,12201.5,20272.2,28124.6,72380.6,111021.9,141176.0,28428.8,40458.7,17386.5,24301.6,38292.4,27822.7,PROTECTED,268.42,8.73,342.12,12.02,1.48,0,UNPROTECTED,MEDIUM,MEDIUM,MEDIUM,FLAT,-36.665,MEDIUM,LOW,MEDIUM,STATIC_IP,290902.4,175070.8,315979.5,24777.2,106269.8,98541.6
3643865119,2026-08-30,0,35249.4,1.8e+18,36205.61,14,25,1,0,0,1,0,0,1,0,158134.7,92920.5,58061.9,L,H,H,2904.4,335.8,15.3,6,LINE_FAULT,PON-42243,11426.3,21134.0,66011.8,138618.7,49831.9,48596.9,47640.0,78745.1,5021.1,42748.9,20701.7,26024.1,PROTECTED,97.03,230.09,122.06,239.97,1.324,0,PROTECTED,HIGH,MEDIUM,MEDIUM,GRADUAL,10.112,LOW,LOW,HIGH,STATIC_IP,315900.8,113217.6,358463.3,33220.2,161306.6,159195.0
3402414363,2026-08-30,0,7544.29,15546.22,43467.68,30,15,23,0,0,1,1,0,1,1,175662.9,68763.2,87970.7,L,H,L,31.6,859.3,3098.4,4,CONGESTION,PON-39445,30032.0,97804.3,14228.3,81733.7,123982.2,122235.3,17883.5,17865.8,298.0,37615.3,23763.5,24698.7,PROTECTED,785.08,255.27,1139.85,333.06,0.645,0,PROTECTED,MEDIUM,LOW,LOW,GRADUAL,25.899,LOW,MEDIUM,MEDIUM,PARENTAL_CONTROL,277761.5,250033.9,238610.2,125182.5,179276.0,191196.9
3822761612,2026-08-30,1,26716.03,27492.83,45349.68,2,25,8,0,0,1,0,1,0,0,64406.8,52331.0,137118.4,L,H,L,4538.5,1921.5,4673.8,4,AUTH_FAIL,PON-28976,43121.5,43461.0,11136.5,62268.1,11054.4,112324.1,13471.2,39038.1,25980.2,11048.4,2401.9,18730.8,PARTIAL,149.07,366.53,161.36,392.71,1.811,0,PROTECTED,HIGH,MEDIUM,MEDIUM,GRADUAL,29.32,HIGH,HIGH,LOW,SECURITY_SUITE,386346.5,13026.2,144104.2,20538.9,76542.1,26134.1
3545429118,2026-08-30,0,1.8e+18,28194.24,16940.74,1,5,21,0,0,1,0,1,0,0,114303.2,55629.3,7988.4,L,L,L,355.4,4340.8,3939.3,9,AUTH_FAIL,PON-97240,29854.2,18181.5,13238.5,148416.0,1613.1,100188.6,37691.9,11960.9,47162.4,6461.3,55076.6,19541.7,PARTIAL,162.27,168.42,209.17,209.95,1.269,0,UNPROTECTED,MEDIUM,LOW,HIGH,GRADUAL,-34.449,MEDIUM,LOW,HIGH,PARENTAL_CONTROL,95020.4,164120.4,275018.7,147706.3,138005.1,176782.7
3443414198,2026-08-30,0,22866.74,23697.07,30586.84,8,0,5,0,1,0,0,1,0,1,55632.5,185569.6,159005.5,L,L,H,2254.6,2685.0,4268.2,2,TIMEOUT,PON-69958,76318.7,33146.4,7755.2,9782.4,18445.6,138060.1,28255.0,27999.9,36418.4,26256.7,24413.2,41270.2,PROTECTED,125.01,231.91,172.17,259.7,1.21,0,UNPROTECTED,LOW,LOW,HIGH,FLAT,5.687,MEDIUM,HIGH,HIGH,STATIC_IP,277856.1,338936.1,182373.8,177404.5,45977.5,140959.4
3450459552,2026-08-30,1,7833.76,32790.18,30479.51,25,1,4,0,1,0,0,0,0,0,10666.9,33015.7,56595.9,L,H,L,1036.9,3276.5,1984.8,17,LINE_FAULT,PON-25742,24526.6,39737.6,87463.5,139817.0,23401.3,61188.7,49218.4,57384.9,24141.5,33889.7,19688.6,2450.1,PROTECTED,460.45,192.62,545.64,197.74,0.798,0,UNPROTECTED,HIGH,CRITICAL,MEDIUM,GRADUAL,31.368,MEDIUM,MEDIUM,MEDIUM,SPEED_BOOST,79050.9,54358.5,454562.0,185317.5,130371.0,138510.7
3227238721,2026-08-30,0,12281.54,10583.35,13438.25,12,30,24,0,0,1,0,0,1,0,147571.4,197635.3,136512.0,H,L,L,2618.9,3915.1,4121.2,10,AUTH_FAIL,PON-87852,8477.5,62308.5,94411.5,75249.3,131839.4,58450.7,17451.9,13957.0,79296.0,8322.5,5189.1,40909.0,PROTECTED,360.5,215.0,516.88,223.6,1.065,0,PROTECTED,MEDIUM,HIGH,HIGH,FLAT,-33.891,HIGH,MEDIUM,LOW,NONE,203626.0,31445.6,178396.2,132035.2,79831.1,74860.2
3554584786,2026-08-30,1,42734.2,48964.24,11175.42,19,2,25,0,1,0,0,0,0,0,34200.7,65383.9,128545.1,M,L,H,1401.2,4140.6,2754.2,19,TIMEOUT,PON-23617,41380.0,92301.5,4656.1,75563.5,63747.3,24142.1,53034.2,46508.1,75162.0,17596.4,38051.0,12072.3,PARTIAL,207.15,31.59,245.79,45.98,0.999,0,PROTECTED,LOW,MEDIUM,MEDIUM,FLAT,-29.232,MEDIUM,MEDIUM,HIGH,NONE,331996.9,326089.3,87853.5,39479.3,1356.3,68781.6
3887889842,2026-08-30,1,1820.1,4994.18,5783.97,1,29,30,0,1,0,0,1,0,0,85142.5,17678.0,130525.6,L,M,L,4300.0,2381.4,3092.7,10,LINE_FAULT,PON-63430,77337.9,98659.0,76007.2,138294.7,41239.8,41364.3,61348.9,33336.1,10052.3,18356.6,51829.5,23052.5,PROTECTED,349.24,359.43,379.5,493.25,0.906,0,PROTECTED,MEDIUM,MEDIUM,LOW,STEEP,-49.759,HIGH,LOW,MEDIUM,SPEED_BOOST,246535.8,198887.4,288194.6,17059.3,191105.6,1127.9
3063817255,2026-08-30,0,35472.22,41478.13,32999.78,22,22,20,0,1,0,1,0,0,0,97409.1,49738.1,121625.8,M,H,L,1981.8,2544.0,294.6,6,LINK_DOWN,PON-24897,85056.2,65169.9,73715.2,76098.6,64361.3,131966.5,13330.9,4126.4,33208.6,15677.9,2469.2,8792.3,PARTIAL,542.08,364.61,700.38,534.49,1.351,0,PROTECTED,LOW,MEDIUM,HIGH,FLAT,2.463,HIGH,VERY_HIGH,MEDIUM,NONE,189795.8,400912.5,197996.3,46405.0,173688.3,196441.0
3858291293,2026-08-30,0,49969.56,29745.39,39067.86,2,4,14,0,0,1,1,0,1,1,36894.3,11682.9,191820.4,H,L,L,3193.8,3590.0,1007.8,10,LINE_FAULT,PON-42510,73334.5,69992.2,99690.9,65761.1,59226.1,71157.3,3508.7,74646.0,51907.8,27645.7,8716.3,33165.1,UNPROTECTED,232.54,221.48,281.44,273.53,1.193,0,PROTECTED,LOW,HIGH,MEDIUM,GRADUAL,-30.532,VERY_HIGH,MEDIUM,HIGH,SPEED_BOOST,442485.0,468655.7,47949.1,192391.4,58167.3,121301.2
3827631170,2026-08-30,1,473.4,12318.25,38071.55,22,26,6,0,1,0,0,0,1,0,18911.1,158006.0,101668.8,L,H,M,1244.4,1316.7,2754.8,3,LINK_DOWN,PON-69266,55788.7,32182.9,34787.1,40873.3,45219.3,51203.0,35167.0,33088.3,58679.3,39183.8,8783.4,43761.0,PROTECTED,733.04,224.84,738.61,271.3,1.834,0,PROTECTED,HIGH,HIGH,LOW,FLAT,22.424,HIGH,HIGH,LOW,NONE,386412.9,478520.2,282421.2,192469.0,199551.5,80465.7
3631664398,2026-08-30,0,8136.18,37309.18,15882.14,4,4,9,0,1,0,0,0,0,0,69602.6,102510.6,146463.8,L,L,L,97.0,4272.4,294.0,17,LINK_DOWN,PON-99919,72419.2,85715.9,28550.9,98822.5,20684.9,32416.8,61921.9,62714.1,29309.8,30563.4,36136.5,21279.3,PARTIAL,252.01,27.73,260.81,32.7,1.912,0,PROTECTED,MEDIUM,HIGH,CRITICAL,GRADUAL,46.221,MEDIUM,MEDIUM,LOW,NONE,263145.4,212796.4,268923.2,76383.8,63425.5,108753.8
3165229079,2026-08-30,0,33739.8,4315.6,10342.47,26,4,20,0,1,0,0,0,0,0,190457.2,67397.3,141089.9,M,H,L,2020.8,103.9,3707.2,15,AUTH_FAIL,PON-99269,68139.0,21779.8,45308.2,85446.8,98387.3,72744.0,52062.4,33305.1,59702.5,12087.4,55273.8,9805.0,UNPROTECTED,166.56,241.19,182.82,315.51,0.829,0,UNPROTECTED,MEDIUM,MEDIUM,CRITICAL,GRADUAL,-29.124,HIGH,MEDIUM,LOW,NONE,475026.6,132163.6,86598.5,65158.3,91768.8,8105.4
3758087739,2026-08-30,0,3093.54,38743.45,22735.35,9,17,10,0,0,1,0,0,0,0,123027.1,132409.9,47253.5,H,H,H,2682.4,978.9,4200.3,3,AUTH_FAIL,PON-90599,23436.7,10638.1,85657.5,32151.8,20490.7,107499.8,56150.5,74988.8,9932.0,6176.3,26266.1,13590.3,PARTIAL,764.11,174.51,1058.04,205.19,0.65,0,UNPROTECTED,MEDIUM,MEDIUM,HIGH,FLAT,14.91,LOW,HIGH,VERY_HIGH,PARENTAL_CONTROL,212182.6,304306.9,298819.1,102002.1,170251.8,34730.2
3700522965,2026-08-30,1,29530.52,29540.26,27385.99,5,8,14,0,0,1,0,0,1,0,76282.0,126129.3,56661.2,M,L,H,2297.7,4001.0,4601.8,12,NO_FAILURE,PON-31192,55075.9,97325.6,72859.4,106411.9,116313.7,43003.8,32227.1,23237.6,26545.0,49312.2,20628.4,49086.8,PROTECTED,650.34,285.07,940.4,391.44,1.678,0,UNPROTECTED,HIGH,HIGH,MEDIUM,FLAT,-28.817,VERY_HIGH,HIGH,MEDIUM,STATIC_IP,394036.5,314096.5,283679.5,58337.6,60919.3,124672.0
3354525967,2026-08-30,0,34231.61,5626.44,45962.45,10,9,5,0,1,0,0,0,0,0,7782.2,187974.4,84803.4,L,H,H,4810.1,1701.3,508.8,11,POWER_CYCLE,PON-18415,77060.9,86413.9,47162.4,96613.0,30253.2,113657.5,18795.6,32978.5,57314.7,28758.3,45950.4,16058.9,UNPROTECTED,281.08,23.61,357.76,33.07,1.992,1,UNPROTECTED,LOW,CRITICAL,HIGH,FLAT,-48.199,MEDIUM,HIGH,HIGH,PARENTAL_CONTROL,83968.1,311172.5,386806.3,195932.5,90108.1,102852.3
3067920001,2026-08-30,1,29448.5,4067.33,43753.68,0,6,13,0,0,1,0,0,1,0,120054.7,192252.1,55539.6,L,H,L,3534.2,749.2,4698.6,4,TIMEOUT,PON-91504,31712.1,30364.5,24456.3,59600.1,109705.7,94468.2,42542.3,60709.1,50054.6,3728.4,44554.1,46482.2,UNPROTECTED,674.73,285.8,710.34,410.96,1.795,0,UNPROTECTED,MEDIUM,MEDIUM,MEDIUM,STEEP,25.855,HIGH,MEDIUM,VERY_HIGH,SPEED_BOOST,142896.2,160889.3,180785.0,44244.3,133117.4,157415.0
